municipio_112cv,id_zona_previfoc,icv_cod_ine_mun,icv_nom_mun,icv_nom_mun_cas,icv_nom_mun_val,icv_noms_mun,match_method,match_fields,alias_reason,review_status,review_categories,review_note
Benissanó,56,46067,Benissanó,Benissanó,Benissanó,Benissanó,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Benissoda,58,46068,Benissoda,Benissoda,Benissoda,Benissoda,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Benissuera,58,46069,Benissuera,Benissuera,Benissuera,Benissuera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Benlloc,55,12029,Benlloc,Benlloc,Benlloc,Benlloc,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Betxí,55,12021,Betxí,Betxí,Betxí,Betxí,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Biar,58,03043,Biar,Biar,Biar,Biar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bicorp,56,46071,Bicorp,Bicorp,Bicorp,Bicorp,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bigastro,59,03044,Bigastro,Bigastro,Bigastro,Bigastro,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bocairent,58,46072,Bocairent,Bocairent,Bocairent,Bocairent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bolbaite,56,46073,Bolbaite,Bolbaite,Bolbaite,Bolbaite,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bolulla,58,03045,Bolulla,Bolulla,Bolulla,Bolulla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bonrepòs i Mirambell,57,46074,Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,Bonrepòs i Mirambell,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Borriana/Burriana,55,12032,Borriana,Burriana,Borriana,Borriana/Burriana,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Borriol,55,12031,Borriol,Borriol,Borriol,Borriol,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bufali,58,46075,Bufali,Bufali,Bufali,Bufali,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bugarra,56,46076,Bugarra,Bugarra,Bugarra,Bugarra,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Burjassot,57,46078,Burjassot,Burjassot,Burjassot,Burjassot,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Busot,59,03046,Busot,Busot,Busot,Busot,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Buñol,56,46077,Buñol,Buñol,Buñol,Buñol,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bèlgida,58,46047,Bèlgida,Bèlgida,Bèlgida,Bèlgida,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Bétera,56,46070,Bétera,Bétera,Bétera,Bétera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cabanes,55,12033,Cabanes,Cabanes,Cabanes,Cabanes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Calles,56,46079,Calles,Calles,Calles,Calles,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Callosa d'en Sarrià,58,03048,Callosa d'en Sarrià,Callosa d'en Sarrià,Callosa d'en Sarrià,Callosa d'en Sarrià,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Callosa de Segura,59,03049,Callosa de Segura,Callosa de Segura,Callosa de Segura,Callosa de Segura,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Calp,58,03047,Calp,Calp,Calp,Calp,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Camp de Mirra, el/Campo de Mirra",58,03051,el Camp de Mirra,Campo de Mirra,el Camp de Mirra,el Camp de Mirra/Campo de Mirra,alias,alias_file,El 112CV pospone el artículo valenciano; el ICV lo antepone en la forma bilingüe.,reviewed,bilingual;postposed_article;alias,Excepción contrastada con el código y las variantes ICV; motivo detallado en municipality_aliases.json.
"Campello, el",59,03050,el Campello,el Campello,el Campello,el Campello,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Camporrobles,56,46080,Camporrobles,Camporrobles,Camporrobles,Camporrobles,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Canals,58,46081,Canals,Canals,Canals,Canals,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Canet d'En Berenguer,57,46082,Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,Canet d'En Berenguer,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Canet lo Roig,55,12036,Canet lo Roig,Canet lo Roig,Canet lo Roig,Canet lo Roig,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Carcaixent,58,46083,Carcaixent,Carcaixent,Carcaixent,Carcaixent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Carlet,56,46085,Carlet,Carlet,Carlet,Carlet,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Carrícola,58,46086,Carrícola,Carrícola,Carrícola,Carrícola,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Casas Altas,56,46087,Casas Altas,Casas Altas,Casas Altas,Casas Altas,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Casas Bajas,56,46088,Casas Bajas,Casas Bajas,Casas Bajas,Casas Bajas,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Casinos,56,46089,Casinos,Casinos,Casinos,Casinos,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castalla,58,03053,Castalla,Castalla,Castalla,Castalla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castell de Cabres,53,12037,Castell de Cabres,Castell de Cabres,Castell de Cabres,Castell de Cabres,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castell de Castells,58,03054,Castell de Castells,Castell de Castells,Castell de Castells,Castell de Castells,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Castell de Guadalest, el",58,03075,el Castell de Guadalest,el Castell de Guadalest,el Castell de Guadalest,el Castell de Guadalest,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Castellfort,53,12038,Castellfort,Castellfort,Castellfort,Castellfort,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castellnovo,54,12039,Castellnovo,Castellnovo,Castellnovo,Castellnovo,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castellonet de la Conquesta,58,46091,Castellonet de la Conquesta,Castellonet de la Conquesta,Castellonet de la Conquesta,Castellonet de la Conquesta,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castelló,58,46257,Castelló,Castelló,Castelló,Castelló,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castelló de la Plana,55,12040,Castelló de la Plana,Castelló de la Plana,Castelló de la Plana,Castelló de la Plana,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castelló de Rugat,58,46090,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,Castelló de Rugat,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castielfabib,56,46092,Castielfabib,Castielfabib,Castielfabib,Castielfabib,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Castillo de Villamalefa,54,12041,Castillo de Villamalefa,Castillo de Villamalefa,Castillo de Villamalefa,Castillo de Villamalefa,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Catadau,56,46093,Catadau,Catadau,Catadau,Catadau,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Catarroja,57,46094,Catarroja,Catarroja,Catarroja,Catarroja,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Catral,59,03055,Catral,Catral,Catral,Catral,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Catí,53,12042,Catí,Catí,Catí,Catí,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Caudete de las Fuentes,56,46095,Caudete de las Fuentes,Caudete de las Fuentes,Caudete de las Fuentes,Caudete de las Fuentes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Caudiel,54,12043,Caudiel,Caudiel,Caudiel,Caudiel,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cañada,58,03052,Cañada,Cañada,Cañada,Cañada,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cerdà,58,46096,Cerdà,Cerdà,Cerdà,Cerdà,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cervera del Maestre,55,12044,Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,Cervera del Maestre,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chella,56,46107,Chella,Chella,Chella,Chella,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chelva,56,46106,Chelva,Chelva,Chelva,Chelva,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chera,56,46108,Chera,Chera,Chera,Chera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cheste,56,46109,Cheste,Cheste,Cheste,Cheste,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chilches/Xilxes,55,12053,Xilxes,Chilches,Xilxes,Chilches/Xilxes,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Chiva,56,46111,Chiva,Chiva,Chiva,Chiva,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chulilla,56,46112,Chulilla,Chulilla,Chulilla,Chulilla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Chóvar,54,12056,Chóvar,Chóvar,Chóvar,Chóvar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cinctorres,53,12045,Cinctorres,Cinctorres,Cinctorres,Cinctorres,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cirat,54,12046,Cirat,Cirat,Cirat,Cirat,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cocentaina,58,03056,Cocentaina,Cocentaina,Cocentaina,Cocentaina,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cofrentes,56,46097,Cofrentes,Cofrentes,Cofrentes,Cofrentes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Confrides,58,03057,Confrides,Confrides,Confrides,Confrides,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Corbera,58,46098,Corbera,Corbera,Corbera,Corbera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cortes de Arenoso,54,12048,Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,Cortes de Arenoso,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cortes de Pallás,56,46099,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,Cortes de Pallás,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Costur,54,12049,Costur,Costur,Costur,Costur,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cotes,56,46100,Cotes,Cotes,Cotes,Cotes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Coves de Vinromà, les",55,12050,les Coves de Vinromà,les Coves de Vinromà,les Coves de Vinromà,les Coves de Vinromà,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Cox,59,03058,Cox,Cox,Cox,Cox,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Crevillent,59,03059,Crevillent,Crevillent,Crevillent,Crevillent,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Culla,53,12051,Culla,Culla,Culla,Culla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Cullera,57,46105,Cullera,Cullera,Cullera,Cullera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Càlig,55,12034,Càlig,Càlig,Càlig,Càlig,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Càrcer,56,46084,Càrcer,Càrcer,Càrcer,Càrcer,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Daimús,58,46113,Daimús,Daimús,Daimús,Daimús,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Daya Nueva,59,03061,Daya Nueva,Daya Nueva,Daya Nueva,Daya Nueva,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Daya Vieja,59,03062,Daya Vieja,Daya Vieja,Daya Vieja,Daya Vieja,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Dolores,59,03064,Dolores,Dolores,Dolores,Dolores,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Domeño,56,46114,Domeño,Domeño,Domeño,Domeño,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Dos Aguas,56,46115,Dos Aguas,Dos Aguas,Dos Aguas,Dos Aguas,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Dénia,58,03063,Dénia,Dénia,Dénia,Dénia,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Elda,58,03066,Elda,Elda,Elda,Elda,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Eliana, l'",56,46116,l'Eliana,l'Eliana,l'Eliana,l'Eliana,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Elx/Elche,59,03065,Elx,Elche,Elx,Elx/Elche,exact_variant,noms_mun,,reviewed,bilingual,Ambas formas lingüísticas se contrastaron con noms_mun y las variantes ICV.
Emperador,57,46117,Emperador,Emperador,Emperador,Emperador,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Enguera,56,46118,Enguera,Enguera,Enguera,Enguera,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Eslida,54,12057,Eslida,Eslida,Eslida,Eslida,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Espadilla,54,12058,Espadilla,Espadilla,Espadilla,Espadilla,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Estivella,56,46120,Estivella,Estivella,Estivella,Estivella,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Estubeny,56,46121,Estubeny,Estubeny,Estubeny,Estubeny,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fageca,58,03067,Fageca,Fageca,Fageca,Fageca,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Famorca,58,03068,Famorca,Famorca,Famorca,Famorca,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fanzara,54,12059,Fanzara,Fanzara,Fanzara,Fanzara,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Faura,57,46122,Faura,Faura,Faura,Faura,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Favara,58,46123,Favara,Favara,Favara,Favara,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Figueroles,54,12060,Figueroles,Figueroles,Figueroles,Figueroles,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Finestrat,58,03069,Finestrat,Finestrat,Finestrat,Finestrat,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Foios,57,46126,Foios,Foios,Foios,Foios,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Fondó de les Neus, el/Hondón de las Nieves",59,03077,el Fondó de les Neus,Hondón de las Nieves,el Fondó de les Neus,el Fondó de les Neus/Hondón de las Nieves,alias,alias_file,El 112CV pospone el artículo valenciano; el ICV lo antepone en la forma bilingüe.,reviewed,bilingual;postposed_article;alias,Excepción contrastada con el código y las variantes ICV; motivo detallado en municipality_aliases.json.
"Font d'en Carròs, la",58,46127,la Font d'en Carròs,la Font d'en Carròs,la Font d'en Carròs,la Font d'en Carròs,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
"Font de la Figuera, la",58,46128,la Font de la Figuera,la Font de la Figuera,la Font de la Figuera,la Font de la Figuera,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Fontanars dels Alforins,58,46124,Fontanars dels Alforins,Fontanars dels Alforins,Fontanars dels Alforins,Fontanars dels Alforins,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Forcall,53,12061,Forcall,Forcall,Forcall,Forcall,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Formentera del Segura,59,03070,Formentera del Segura,Formentera del Segura,Formentera del Segura,Formentera del Segura,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fortaleny,57,46125,Fortaleny,Fortaleny,Fortaleny,Fortaleny,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fuente la Reina,54,12063,Fuente la Reina,Fuente la Reina,Fuente la Reina,Fuente la Reina,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fuenterrobles,56,46129,Fuenterrobles,Fuenterrobles,Fuenterrobles,Fuenterrobles,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Fuentes de Ayódar,54,12064,Fuentes de Ayódar,Fuentes de Ayódar,Fuentes de Ayódar,Fuentes de Ayódar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gaianes,58,03072,Gaianes,Gaianes,Gaianes,Gaianes,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gaibiel,54,12065,Gaibiel,Gaibiel,Gaibiel,Gaibiel,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gandia,58,46131,Gandia,Gandia,Gandia,Gandia,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gata de Gorgos,58,03071,Gata de Gorgos,Gata de Gorgos,Gata de Gorgos,Gata de Gorgos,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gavarda,56,46130,Gavarda,Gavarda,Gavarda,Gavarda,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Geldo,56,12067,Geldo,Geldo,Geldo,Geldo,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Genovés, el",58,46132,el Genovés,el Genovés,el Genovés,el Genovés,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Gestalgar,56,46133,Gestalgar,Gestalgar,Gestalgar,Gestalgar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gilet,56,46134,Gilet,Gilet,Gilet,Gilet,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Godella,57,46135,Godella,Godella,Godella,Godella,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Godelleta,56,46136,Godelleta,Godelleta,Godelleta,Godelleta,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Gorga,58,03073,Gorga,Gorga,Gorga,Gorga,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
"Granja de la Costera, la",58,46137,la Granja de la Costera,la Granja de la Costera,la Granja de la Costera,la Granja de la Costera,exact_variant,nom_mun_cas_a;nom_mun_val_a,,reviewed,postposed_article,El artículo pospuesto se contrastó con la forma principal y las variantes ICV.
Granja de Rocamora,59,03074,Granja de Rocamora,Granja de Rocamora,Granja de Rocamora,Granja de Rocamora,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Guadassuar,56,46139,Guadassuar,Guadassuar,Guadassuar,Guadassuar,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Guadasséquies,58,46138,Guadasséquies,Guadasséquies,Guadasséquies,Guadasséquies,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
Guardamar de la Safor,58,46140,Guardamar de la Safor,Guardamar de la Safor,Guardamar de la Safor,Guardamar de la Safor,exact_primary,nom_mun;nom_mun_cas;nom_mun_cas_a;nom_mun_val;nom_mun_val_a;noms_mun,,automatic,,
